"commonnamegroupid","name","galenicformid","name_noaccent","publicName"
"2","ácido salicílico * 0,1 % + triamcinolona acetónido * 0,02 % ; uso cutáneo ; loción","266","ACIDO SALICILICO * 0,1 % + TRIAMCINOLONA ACETONIDO * 0,02 % ; USO CUTANEO ; LOCION","ACIDO SALICILICO 0,1 % + TRIAMCINOLONA ACETONIDO 0,02 % loción"
"1991","magnesio sulfato * 15 % ; vía parenteral ; solución inyectable","476","MAGNESIO SULFATO * 15 % ; VIA PARENTERAL ; SOLUCION INYECTABLE","MAGNESIO SULFATO 15 % solución inyectable"
"1992","gonadorelina acetato * 3,2 mg ; vía parenteral ; polvo y disolvente para solución inyectable","369","GONADORELINA ACETATO * 3,2 MG ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","GONADORELINA ACETATO 3,2 mg polvo y disolvente para solución inyectable"
"1993","triclocarbán * 0,5 % ; uso cutáneo ; solución cutánea","493","TRICLOCARBAN * 0,5 % ; USO CUTANEO ; SOLUCION CUTANEA","TRICLOCARBAN 0,5 % solución cutánea"
"1994","pregabalina * 150 mg ; vía oral ; cápsula dura","219","PREGABALINA * 150 MG ; VIA ORAL ; CAPSULA DURA","PREGABALINA 150 mg cápsula dura"
"1995","povidona iodada * 4 % ; uso cutáneo ; solución cutánea","493","POVIDONA IODADA * 4 % ; USO CUTANEO ; SOLUCION CUTANEA","POVIDONA IODADA 4 % solución cutánea"
"1996","ceftriaxona (sódica) * 250 mg/5 ml ; vía parenteral ; polvo y disolvente para solución inyectable","369","CEFTRIAXONA (SODICA) * 250 MG/5 ML ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","CEFTRIAXONA (sódica) 250 mg/5 ml polvo y disolvente para solución inyectable"
"1997","benazepril clorhidrato * 10 mg + hidroclorotiazida * 12,5 mg ; vía oral ; comprimido","59","BENAZEPRIL CLORHIDRATO * 10 MG + HIDROCLOROTIAZIDA * 12,5 MG ; VIA ORAL ; COMPRIMIDO","BENAZEPRIL CLORHIDRATO 10 mg + HIDROCLOROTIAZIDA 12,5 mg comprimido"
"1998","aurotiopropanolsulfonato sódico * 50 mg/2 ml ; vía parenteral ; solución inyectable","476","AUROTIOPROPANOLSULFONATO SODICO * 50 MG/2 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","AUROTIOPROPANOLSULFONATO SODICO 50 mg/2 ml solución inyectable"
"1999","flurbiprofeno * 50 mg ; vía oral ; comprimido","59","FLURBIPROFENO * 50 MG ; VIA ORAL ; COMPRIMIDO","FLURBIPROFENO 50 mg comprimido"
"2000","diflucortolona valerato * 0,1 % ; uso cutáneo ; crema","146","DIFLUCORTOLONA VALERATO * 0,1 % ; USO CUTANEO ; CREMA","DIFLUCORTOLONA VALERATO 0,1 % crema"
"2001","dexpantenol * 500 mg/2 ml ; vía parenteral ; solución inyectable","476","DEXPANTENOL * 500 MG/2 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","DEXPANTENOL 500 mg/2 ml solución inyectable"
"2002","goserelina (acetato) * 3,6 mg ; implantación ; implante","255","GOSERELINA (ACETATO) * 3,6 MG ; IMPLANTACION ; IMPLANTE","GOSERELINA (acetato) 3,6 mg implante"
"2003","acido folínico (cálcico) * 25 mg ; vía oral ; cápsula dura","219","ACIDO FOLINICO (CALCICO) * 25 MG ; VIA ORAL ; CAPSULA DURA","ACIDO FOLINICO (cálcico) 25 mg cápsula dura"
"2004","flunisolida * 25 µg/dosis ; vía nasal ; solución para pulverización nasal","541","FLUNISOLIDA * 25 µG/DOSIS ; VIA NASAL ; SOLUCION PARA PULVERIZACION NASAL","FLUNISOLIDA 25 µg/dosis solución para pulverización nasal"
"2005","sulindaco * 100 mg ; vía oral ; comprimido","59","SULINDACO * 100 MG ; VIA ORAL ; COMPRIMIDO","SULINDACO 100 mg comprimido"
"2006","moxisilita clorhidrato * 30 mg ; vía oral ; comprimido","59","MOXISILITA CLORHIDRATO * 30 MG ; VIA ORAL ; COMPRIMIDO","MOXISILITA CLORHIDRATO 30 mg comprimido"
"2007","isoniazida * 50 mg ; vía oral ; comprimido","59","ISONIAZIDA * 50 MG ; VIA ORAL ; COMPRIMIDO","ISONIAZIDA 50 mg comprimido"
"2008","cianocobalamina * 1 mg/2 ml ; vía intramuscular + vía oral ; solución oral e inyectable","464","CIANOCOBALAMINA * 1 MG/2 ML ; VIA INTRAMUSCULAR + VIA ORAL ; SOLUCION ORAL E INYECTABLE","CIANOCOBALAMINA 1 mg/2 ml solución oral e inyectable"
"2009","cefotaxima (sódica) * 500 mg ; vía parenteral ; polvo para solución inyectable","411","CEFOTAXIMA (SODICA) * 500 MG ; VIA PARENTERAL ; POLVO PARA SOLUCION INYECTABLE","CEFOTAXIMA (sódica) 500 mg polvo para solución inyectable"
"2010","oxicodona clorhidrato * 5 mg ; vía oral ; cápsula dura","219","OXICODONA CLORHIDRATO * 5 MG ; VIA ORAL ; CAPSULA DURA","OXICODONA CLORHIDRATO 5 mg cápsula dura"
"2011","litio gluconato * 8 % ; uso cutáneo ; gel","195","LITIO GLUCONATO * 8 % ; USO CUTANEO ; GEL","LITIO GLUCONATO 8 % gel"
"2012","difenhidramina clorhidrato * 2 % ; uso cutáneo ; gel","195","DIFENHIDRAMINA CLORHIDRATO * 2 % ; USO CUTANEO ; GEL","DIFENHIDRAMINA CLORHIDRATO 2 % gel"
"2013","acetilcisteína * 100 mg ; vía oral ; comprimido para chupar","74","ACETILCISTEINA * 100 MG ; VIA ORAL ; COMPRIMIDO PARA CHUPAR","ACETILCISTEINA 100 mg comprimido para chupar"
"2014","espironolactona * 50 mg ; vía oral ; comprimido","59","ESPIRONOLACTONA * 50 MG ; VIA ORAL ; COMPRIMIDO","ESPIRONOLACTONA 50 mg comprimido"
"2015","rosuvastatina (cálcica) * 20 mg ; vía oral ; comprimido","59","ROSUVASTATINA (CALCICA) * 20 MG ; VIA ORAL ; COMPRIMIDO","ROSUVASTATINA (cálcica) 20 mg comprimido"
"2016","fluticasona propionato * 250 µg/dosis ; vía inhalatoria ; suspensión para inhalación en envase a presión","577","FLUTICASONA PROPIONATO * 250 µG/DOSIS ; VIA INHALATORIA ; SUSPENSION PARA INHALACION EN ENVASE A PRESION","FLUTICASONA PROPIONATO 250 µg/dosis suspensión para inhalación en envase a presión"
"2017","calcio (carbonato) * 500 mg + colecalciferol * 400 UI ; vía oral ; granulado para solución oral","248","CALCIO (CARBONATO) * 500 MG + COLECALCIFEROL * 400 UI ; VIA ORAL ; GRANULADO PARA SOLUCION ORAL","CALCIO (carbonato) 500 mg + COLECALCIFEROL 400 UI granulado para solución oral"
"2018","benzalconio cloruro * 0,04 % + fenilefrina clorhidrato * 0,25 % ; vía nasal ; solución para pulverización nasal","541","BENZALCONIO CLORURO * 0,04 % + FENILEFRINA CLORHIDRATO * 0,25 % ; VIA NASAL ; SOLUCION PARA PULVERIZACION NASAL","BENZALCONIO CLORURO 0,04 % + FENILEFRINA CLORHIDRATO 0,25 % solución para pulverización nasal"
"2019","levomentol * 2,2 mg + benzoato sódico * 1,1 mg ; vía bucal ; pastilla de goma","234","LEVOMENTOL * 2,2 MG + BENZOATO SODICO * 1,1 MG ; VIA BUCAL ; PASTILLA DE GOMA","LEVOMENTOL 2,2 mg + BENZOATO SODICO 1,1 mg pastilla de goma"
"2020","idrocilamida * 5 % ; uso cutáneo ; crema","146","IDROCILAMIDA * 5 % ; USO CUTANEO ; CREMA","IDROCILAMIDA 5 % crema"
"2021","hidroclorotiazida * 12,5 mg + valsartán * 80 mg ; vía oral ; comprimido","59","HIDROCLOROTIAZIDA * 12,5 MG + VALSARTAN * 80 MG ; VIA ORAL ; COMPRIMIDO","HIDROCLOROTIAZIDA 12,5 mg + VALSARTAN 80 mg comprimido"
"2022","sirolimús * 1 mg/ml ; vía oral ; solución oral","461","SIROLIMUS * 1 MG/ML ; VIA ORAL ; SOLUCION ORAL","SIROLIMUS 1 mg/ml solución oral"
"2023","piridoxina clorhidrato * 1,2 % ; uso cutáneo ; solución cutánea","493","PIRIDOXINA CLORHIDRATO * 1,2 % ; USO CUTANEO ; SOLUCION CUTANEA","PIRIDOXINA CLORHIDRATO 1,2 % solución cutánea"
"2025","triamcinolona acetónido * 80 mg/2 ml ; vía parenteral ; suspensión inyectable","567","TRIAMCINOLONA ACETONIDO * 80 MG/2 ML ; VIA PARENTERAL ; SUSPENSION INYECTABLE","TRIAMCINOLONA ACETONIDO 80 mg/2 ml suspensión inyectable"
"2026","tetrabenazina * 25 mg ; vía oral ; comprimido","59","TETRABENAZINA * 25 MG ; VIA ORAL ; COMPRIMIDO","TETRABENAZINA 25 mg comprimido"
"2027","simeticona * 240 mg ; vía oral ; cápsula blanda","29","SIMETICONA * 240 MG ; VIA ORAL ; CAPSULA BLANDA","SIMETICONA 240 mg cápsula blanda"
"2028","atovacuona * 150 mg/ml ; vía oral ; suspensión oral","560","ATOVACUONA * 150 MG/ML ; VIA ORAL ; SUSPENSION ORAL","ATOVACUONA 150 mg/ml suspensión oral"
"2029","alprazolam * 0,5 mg ; vía oral ; comprimido","59","ALPRAZOLAM * 0,5 MG ; VIA ORAL ; COMPRIMIDO","ALPRAZOLAM 0,5 mg comprimido"
"2030","desmopresina acetato * 10 µg/dosis ; vía nasal ; solución para pulverización nasal","541","DESMOPRESINA ACETATO * 10 µG/DOSIS ; VIA NASAL ; SOLUCION PARA PULVERIZACION NASAL","DESMOPRESINA ACETATO 10 µg/dosis solución para pulverización nasal"
"2031","clormetina clorhidrato * 10 mg ; uso cutáneo + vía parenteral ; concentrado y disolvente para solución inyectable o para uso cutáneo","448","CLORMETINA CLORHIDRATO * 10 MG ; USO CUTANEO + VIA PARENTERAL ; CONCENTRADO Y DISOLVENTE PARA SOLUCION INYECTABLE O PARA USO CUTANEO","CLORMETINA CLORHIDRATO 10 mg concentrado y disolvente para solución inyectable o para uso cutáneo"
"2032","ceftazidima * 500 mg ; vía parenteral ; polvo para solución inyectable","411","CEFTAZIDIMA * 500 MG ; VIA PARENTERAL ; POLVO PARA SOLUCION INYECTABLE","CEFTAZIDIMA 500 mg polvo para solución inyectable"
"2033","lantano (carbonato) * 1.000 mg ; vía oral ; comprimido masticable","63","LANTANO (CARBONATO) * 1.000 MG ; VIA ORAL ; COMPRIMIDO MASTICABLE","LANTANO (carbonato) 1.000 mg comprimido masticable"
"2034","ginkgo biloba exto. * 40 mg/ml ; vía oral ; solución oral","461","GINKGO BILOBA EXTO. * 40 MG/ML ; VIA ORAL ; SOLUCION ORAL","GINKGO BILOBA EXTO. 40 mg/ml solución oral"
"2035","dinoprostona * 1 mg ; vía vaginal ; gel vaginal","217","DINOPROSTONA * 1 MG ; VIA VAGINAL ; GEL VAGINAL","DINOPROSTONA 1 mg gel vaginal"
"2036","polisorbato 80 * 0,5 % ; vía ótica ; gotas óticas en solución","516","POLISORBATO 80 * 0,5 % ; VIA OTICA ; GOTAS OTICAS EN SOLUCION","POLISORBATO [80] 0,5 % gotas óticas en solución"
"2037","ofloxacino * 0,3 % ; vía oftálmica ; colirio en solución","53","OFLOXACINO * 0,3 % ; VIA OFTALMICA ; COLIRIO EN SOLUCION","OFLOXACINO 0,3 % colirio en solución"
"2038","nicergolina * 5 mg ; vía oral ; liofilizado oral","278","NICERGOLINA * 5 MG ; VIA ORAL ; LIOFILIZADO ORAL","NICERGOLINA 5 mg liofilizado oral"
"2039","trifluridina * 1 % ; vía oftálmica ; polvo y disolvente para colirio en solución","359","TRIFLURIDINA * 1 % ; VIA OFTALMICA ; POLVO Y DISOLVENTE PARA COLIRIO EN SOLUCION","TRIFLURIDINA 1 % polvo y disolvente para colirio en solución"
"2040","trihexifenidilo clorhidrato * 10 mg/5 ml ; vía intramuscular ; solución inyectable","476","TRIHEXIFENIDILO CLORHIDRATO * 10 MG/5 ML ; VIA INTRAMUSCULAR ; SOLUCION INYECTABLE","TRIHEXIFENIDILO CLORHIDRATO 10 mg/5 ml solución inyectable"
"2041","retinol  * 2.000 UI/g ; uso cutáneo ; pomada","330","RETINOL  * 2.000 UI/G ; USO CUTANEO ; POMADA","RETINOL  2.000 UI/g pomada"
"2042","adalimumab * 40 mg/0,8 ml ; vía parenteral ; solución inyectable","476","ADALIMUMAB * 40 MG/0,8 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","ADALIMUMAB 40 mg/0,8 ml solución inyectable"
"2043","clindamicina (fosfato) * 150 mg/ml ; vía parenteral ; solución inyectable","476","CLINDAMICINA (FOSFATO) * 150 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","CLINDAMICINA (fosfato) 150 mg/ml solución inyectable"
"2044","cianocobalamina * 1 mg/4 ml ; vía intramuscular + vía oral ; solución oral e inyectable","464","CIANOCOBALAMINA * 1 MG/4 ML ; VIA INTRAMUSCULAR + VIA ORAL ; SOLUCION ORAL E INYECTABLE","CIANOCOBALAMINA 1 mg/4 ml solución oral e inyectable"
"2045","biclotimol * 20 mg ; vía bucal ; pastilla para chupar","308","BICLOTIMOL * 20 MG ; VIA BUCAL ; PASTILLA PARA CHUPAR","BICLOTIMOL 20 mg pastilla para chupar"
"2046","folitropina alfa * 450 UI/0,75 ml ; vía parenteral ; solución inyectable en pluma precargada","1824","FOLITROPINA ALFA * 450 UI/0,75 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE EN PLUMA PRECARGADA","FOLITROPINA ALFA 450 UI/0,75 ml solución inyectable en pluma precargada"
"2047","fluconazol * 40 mg/ml ; vía oral ; polvo para suspensión oral","422","FLUCONAZOL * 40 MG/ML ; VIA ORAL ; POLVO PARA SUSPENSION ORAL","FLUCONAZOL 40 mg/ml polvo para suspensión oral"
"2048","claritromicina * 25 mg/ml ; vía oral ; granulado para suspensión oral","249","CLARITROMICINA * 25 MG/ML ; VIA ORAL ; GRANULADO PARA SUSPENSION ORAL","CLARITROMICINA 25 mg/ml granulado para suspensión oral"
"2049","paracetamol * 500 mg ; vía oral ; comprimido bucodispersable","107","PARACETAMOL * 500 MG ; VIA ORAL ; COMPRIMIDO BUCODISPERSABLE","PARACETAMOL 500 mg comprimido bucodispersable"
"2050","mebeverina clorhidrato * 100 mg ; vía oral ; comprimido","59","MEBEVERINA CLORHIDRATO * 100 MG ; VIA ORAL ; COMPRIMIDO","MEBEVERINA CLORHIDRATO 100 mg comprimido"
"2051","acido levofolínico (cálcico) * 10 mg/ml ; vía parenteral ; solución inyectable","476","ACIDO LEVOFOLINICO (CALCICO) * 10 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","ACIDO LEVOFOLINICO (cálcico) 10 mg/ml solución inyectable"
"2052","tropatepina hidrocloruro * 5 mg ; vía oral ; comprimido","59","TROPATEPINA HIDROCLORURO * 5 MG ; VIA ORAL ; COMPRIMIDO","TROPATEPINA HIDROCLORURO 5 mg comprimido"
"2053","sultoprida (hidrocloruro) * 400 mg ; vía oral ; comprimido","59","SULTOPRIDA (HIDROCLORURO) * 400 MG ; VIA ORAL ; COMPRIMIDO","SULTOPRIDA (hidrocloruro) 400 mg comprimido"
"2054","pentagastrina * 0,5 mg/2 ml ; vía parenteral ; solución inyectable","476","PENTAGASTRINA * 0,5 MG/2 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","PENTAGASTRINA 0,5 mg/2 ml solución inyectable"
"2055","aripiprazol * 10 mg ; vía oral ; comprimido","59","ARIPIPRAZOL * 10 MG ; VIA ORAL ; COMPRIMIDO","ARIPIPRAZOL 10 mg comprimido"
"2056","amitriptilina (hidrocloruro) * 25 mg ; vía oral ; comprimido","59","AMITRIPTILINA (HIDROCLORURO) * 25 MG ; VIA ORAL ; COMPRIMIDO","AMITRIPTILINA (hidrocloruro) 25 mg comprimido"
"2057","calcio (carbonato) * 600 mg + colecalciferol * 400 UI ; vía oral ; comprimido","59","CALCIO (CARBONATO) * 600 MG + COLECALCIFEROL * 400 UI ; VIA ORAL ; COMPRIMIDO","CALCIO (carbonato) 600 mg + COLECALCIFEROL 400 UI comprimido"
"2058","apomorfina clorhidrato * 3 mg ; vía sublingual  ; comprimido sublingual","141","APOMORFINA CLORHIDRATO * 3 MG ; VIA SUBLINGUAL  ; COMPRIMIDO SUBLINGUAL","APOMORFINA CLORHIDRATO 3 mg comprimido sublingual"
"2059","apomorfina clorhidrato * 30 mg/3 ml ; vía parenteral ; solución inyectable en pluma precargada","1824","APOMORFINA CLORHIDRATO * 30 MG/3 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE EN PLUMA PRECARGADA","APOMORFINA CLORHIDRATO 30 mg/3 ml solución inyectable en pluma precargada"
"2060","desmopresina (acetato) * 240 µg ; vía sublingual  ; liofilizado oral","278","DESMOPRESINA (ACETATO) * 240 µG ; VIA SUBLINGUAL  ; LIOFILIZADO ORAL","DESMOPRESINA (acetato) 240 µg liofilizado oral"
"2061","clonidina clorhidrato * 0,15 mg/ml ; vía parenteral ; solución inyectable","476","CLONIDINA CLORHIDRATO * 0,15 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","CLONIDINA CLORHIDRATO 0,15 mg/ml solución inyectable"
"2062","colecalciferol * 200.000 UI/1 ml ; vía oral + vía parenteral ; solución oral e inyectable","464","COLECALCIFEROL * 200.000 UI/1 ML ; VIA ORAL + VIA PARENTERAL ; SOLUCION ORAL E INYECTABLE","COLECALCIFEROL 200.000 UI/1 ml solución oral e inyectable"
"2063","estriol * 0,5 mg ; vía vaginal ; óvulo","301","ESTRIOL * 0,5 MG ; VIA VAGINAL ; OVULO","ESTRIOL 0,5 mg óvulo"
"2064","felodipino * 5 mg ; vía oral ; comprimido de liberación prolongada","72","FELODIPINO * 5 MG ; VIA ORAL ; COMPRIMIDO DE LIBERACION PROLONGADA","FELODIPINO 5 mg comprimido de liberación prolongada"
"2065","dimeticona * 15 % ; vía oral ; gel oral","1673","DIMETICONA * 15 % ; VIA ORAL ; GEL ORAL","DIMETICONA 15 % gel oral"
"2066","naratriptán (hidrocloruro) * 2,5 mg ; vía oral ; comprimido","59","NARATRIPTAN (HIDROCLORURO) * 2,5 MG ; VIA ORAL ; COMPRIMIDO","NARATRIPTAN (hidrocloruro) 2,5 mg comprimido"
"2067","lenalidomida * 15 mg ; vía oral ; cápsula dura","219","LENALIDOMIDA * 15 MG ; VIA ORAL ; CAPSULA DURA","LENALIDOMIDA 15 mg cápsula dura"
"2068","hidroclorotiazida * 12,5 mg + olmesartán medoxomilo * 20 mg ; vía oral ; comprimido","59","HIDROCLOROTIAZIDA * 12,5 MG + OLMESARTAN MEDOXOMILO * 20 MG ; VIA ORAL ; COMPRIMIDO","HIDROCLOROTIAZIDA 12,5 mg + OLMESARTAN MEDOXOMILO 20 mg comprimido"
"2069","quinapril (hidrocloruro) * 5 mg ; vía oral ; comprimido","59","QUINAPRIL (HIDROCLORURO) * 5 MG ; VIA ORAL ; COMPRIMIDO","QUINAPRIL (hidrocloruro) 5 mg comprimido"
"2070","ritonavir * 80 mg/ml ; vía oral ; solución oral","461","RITONAVIR * 80 MG/ML ; VIA ORAL ; SOLUCION ORAL","RITONAVIR 80 mg/ml solución oral"
"2071","pirimetamina * 25 mg + sulfadoxina * 500 mg ; vía oral ; comprimido","59","PIRIMETAMINA * 25 MG + SULFADOXINA * 500 MG ; VIA ORAL ; COMPRIMIDO","PIRIMETAMINA 25 mg + SULFADOXINA 500 mg comprimido"
"2072","doxepina (hidrocloruro) * 10 mg/ml ; vía oral ; gotas orales en solución","462","DOXEPINA (HIDROCLORURO) * 10 MG/ML ; VIA ORAL ; GOTAS ORALES EN SOLUCION","DOXEPINA (hidrocloruro) 10 mg/ml gotas orales en solución"
"2073","diclofenaco sódico * 25 mg ; vía rectal ; supositorio","555","DICLOFENACO SODICO * 25 MG ; VIA RECTAL ; SUPOSITORIO","DICLOFENACO SODICO 25 mg supositorio"
"2075","mirtazapina * 15 mg ; vía oral ; comprimido","59","MIRTAZAPINA * 15 MG ; VIA ORAL ; COMPRIMIDO","MIRTAZAPINA 15 mg comprimido"
"2076","glibenclamida * 5 mg ; vía oral ; comprimido","59","GLIBENCLAMIDA * 5 MG ; VIA ORAL ; COMPRIMIDO","GLIBENCLAMIDA 5 mg comprimido"
"2077","fenoterol bromhidrato * 100 µg + ipratropio bromuro * 40 µg ; vía inhalatoria ; polvo para inhalación en cápsula dura","399","FENOTEROL BROMHIDRATO * 100 µG + IPRATROPIO BROMURO * 40 µG ; VIA INHALATORIA ; POLVO PARA INHALACION EN CAPSULA DURA","FENOTEROL BROMHIDRATO 100 µg + IPRATROPIO BROMURO 40 µg polvo para inhalación en cápsula dura"
"2078","benciltiouracilo * 25 mg ; vía oral ; comprimido","59","BENCILTIOURACILO * 25 MG ; VIA ORAL ; COMPRIMIDO","BENCILTIOURACILO 25 mg comprimido"
"2079","ampicilina * 500 mg ; vía oral ; cápsula dura","219","AMPICILINA * 500 MG ; VIA ORAL ; CAPSULA DURA","AMPICILINA 500 mg cápsula dura"
"2080","aripiprazol * 15 mg ; vía oral ; comprimido","59","ARIPIPRAZOL * 15 MG ; VIA ORAL ; COMPRIMIDO","ARIPIPRAZOL 15 mg comprimido"
"2081","dolasetrón mesilato * 200 mg ; vía oral ; comprimido","59","DOLASETRON MESILATO * 200 MG ; VIA ORAL ; COMPRIMIDO","DOLASETRON MESILATO 200 mg comprimido"
"2082","betaína citrato * 10 % ; vía oral ; granulado","237","BETAINA CITRATO * 10 % ; VIA ORAL ; GRANULADO","BETAINA CITRATO 10 % granulado"
"2083","benzalconio cloruro * 60 mg ; vía vaginal ; tampón vaginal medicamentoso","1837","BENZALCONIO CLORURO * 60 MG ; VIA VAGINAL ; TAMPON VAGINAL MEDICAMENTOSO","BENZALCONIO CLORURO 60 mg tampón vaginal medicamentoso"
"2084","olanzapina * 15 mg ; vía oral ; comprimido bucodispersable","107","OLANZAPINA * 15 MG ; VIA ORAL ; COMPRIMIDO BUCODISPERSABLE","OLANZAPINA 15 mg comprimido bucodispersable"
"2085","erlotinib (hidrocloruro) * 100 mg ; vía oral ; comprimido","59","ERLOTINIB (HIDROCLORURO) * 100 MG ; VIA ORAL ; COMPRIMIDO","ERLOTINIB (hidrocloruro) 100 mg comprimido"
"2086","eritromicina (lactobionato) * 1 g ; vía parenteral ; polvo para concentrado para solución para perfusión","1219","ERITROMICINA (LACTOBIONATO) * 1 G ; VIA PARENTERAL ; POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION","ERITROMICINA (lactobionato) 1 g polvo para concentrado para solución para perfusión"
"2087","ácido acetilsalicílico * 500 mg ; vía oral ; comprimido","59","ACIDO ACETILSALICILICO * 500 MG ; VIA ORAL ; COMPRIMIDO","ACIDO ACETILSALICILICO 500 mg comprimido"
"2088","saquinavir (mesilato) * 500 mg ; vía oral ; comprimido","59","SAQUINAVIR (MESILATO) * 500 MG ; VIA ORAL ; COMPRIMIDO","SAQUINAVIR (mesilato) 500 mg comprimido"
"2089","fenilefrina clorhidrato * 10 % ; vía oftálmica ; colirio en solución","53","FENILEFRINA CLORHIDRATO * 10 % ; VIA OFTALMICA ; COLIRIO EN SOLUCION","FENILEFRINA CLORHIDRATO 10 % colirio en solución"
"2090","atosiban (acetato) * 7,5 mg/ml ; vía parenteral ; solución inyectable","476","ATOSIBAN (ACETATO) * 7,5 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","ATOSIBAN (acetato) 7,5 mg/ml solución inyectable"
"2091","ácido ascórbico * 50 mg + quinina bisulfato * 40 mg ; vía oral ; comprimido","59","ACIDO ASCORBICO * 50 MG + QUININA BISULFATO * 40 MG ; VIA ORAL ; COMPRIMIDO","ACIDO ASCORBICO 50 mg + QUININA BISULFATO 40 mg comprimido"
"2092","daptomicina * 350 mg ; vía parenteral ; polvo para solución inyectable y para perfusión","1534","DAPTOMICINA * 350 MG ; VIA PARENTERAL ; POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION","DAPTOMICINA 350 mg polvo para solución inyectable y para perfusión"
"2093","darbepoetina alfa * 10 µg ; vía parenteral ; solución inyectable en jeringa precargada","1845","DARBEPOETINA ALFA * 10 µG ; VIA PARENTERAL ; SOLUCION INYECTABLE EN JERINGA PRECARGADA","DARBEPOETINA ALFA 10 µg solución inyectable en jeringa precargada"
"2094","beclometasona dipropionato * 50 µg/dosis ; vía nasal ; suspensión para pulverización nasal","589","BECLOMETASONA DIPROPIONATO * 50 µG/DOSIS ; VIA NASAL ; SUSPENSION PARA PULVERIZACION NASAL","BECLOMETASONA DIPROPIONATO 50 µg/dosis suspensión para pulverización nasal"
"2095","paroxetina (mesilato) * 20 mg ; vía oral ; comprimido","59","PAROXETINA (MESILATO) * 20 MG ; VIA ORAL ; COMPRIMIDO","PAROXETINA (mesilato) 20 mg comprimido"
"2096","ipratropio bromuro * 0,25 mg/2 ml ; vía inhalatoria ; solución para inhalación por nebulizador","514","IPRATROPIO BROMURO * 0,25 MG/2 ML ; VIA INHALATORIA ; SOLUCION PARA INHALACION POR NEBULIZADOR","IPRATROPIO BROMURO 0,25 mg/2 ml solución para inhalación por nebulizador"
"2097","epoetina beta * 4.000 UI ; vía parenteral ; solución inyectable en jeringa precargada","1845","EPOETINA BETA * 4.000 UI ; VIA PARENTERAL ; SOLUCION INYECTABLE EN JERINGA PRECARGADA","EPOETINA BETA 4.000 UI solución inyectable en jeringa precargada"
"2098","acetilcisteína * 100 mg ; vía oral ; granulado para solución oral en sobre","1832","ACETILCISTEINA * 100 MG ; VIA ORAL ; GRANULADO PARA SOLUCION ORAL EN SOBRE","ACETILCISTEINA 100 mg granulado para solución oral en sobre"
"2099","valaciclovir (hidrocloruro) * 500 mg ; vía oral ; comprimido","59","VALACICLOVIR (HIDROCLORURO) * 500 MG ; VIA ORAL ; COMPRIMIDO","VALACICLOVIR (hidrocloruro) 500 mg comprimido"
"2100","sodio cloruro * 0,9 % ; vía nasal + vía oftálmica ; solución nasal y oftálmica","486","SODIO CLORURO * 0,9 % ; VIA NASAL + VIA OFTALMICA ; SOLUCION NASAL Y OFTALMICA","SODIO CLORURO 0,9 % solución nasal y oftálmica"
