"indicationid","name","name_noaccent"
"33394","Broncoespasmo de la EPOC, tratamiento sintomático continuo de segunda línea (del)","BRONCOESPASMO DE LA EPOC, TRATAMIENTO SINTOMATICO CONTINUO DE SEGUNDA LINEA (DEL)"
"33414","Infección respiratoria de las vías altas, tratamiento revulsivo (de la)","INFECCION RESPIRATORIA DE LAS VIAS ALTAS, TRATAMIENTO REVULSIVO (DE LA)"
"33424","Enfermedad de las membranas hialinas en el prematuro de alto riesgo","ENFERMEDAD DE LAS MEMBRANAS HIALINAS EN EL PREMATURO DE ALTO RIESGO"
"33454","Pulpitis","PULPITIS"
"33464","Desmodontitis de origen ductal","DESMODONTITIS DE ORIGEN DUCTAL"
"33474","Desvitalización indolora de la pulpa dentaria","DESVITALIZACION INDOLORA DE LA PULPA DENTARIA"
"33494","Antisepsia de los canales radiculares antes de obturación","ANTISEPSIA DE LOS CANALES RADICULARES ANTES DE OBTURACION"
"33504","Necrosis pulpar","NECROSIS PULPAR"
"33514","Desmodontitis de origen medicamentoso o septicémico","DESMODONTITIS DE ORIGEN MEDICAMENTOSO O SEPTICEMICO"
"33524","Rinitis alérgica, tratamiento complementario (de la)","RINITIS ALERGICA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"33534","Rinitis vasomotora, tratamiento complementario (de la)","RINITIS VASOMOTORA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"33544","Rinofaringitis aguda","RINOFARINGITIS AGUDA"
"33564","Infección intrahospitalaria por Staphylococcus aureus meticilino-resistente","INFECCION INTRAHOSPITALARIA POR STAPHYLOCOCCUS AUREUS METICILINO-RESISTENTE"
"33614","Endocarditis, tratamiento de sustitución de la vía inyectable (de la)","ENDOCARDITIS, TRATAMIENTO DE SUSTITUCION DE LA VIA INYECTABLE (DE LA)"
"33624","Septicemia, tratamiento de sustitución de la vía inyectable (en la)","SEPTICEMIA, TRATAMIENTO DE SUSTITUCION DE LA VIA INYECTABLE (EN LA)"
"33664","Cistitis aguda no complicada","CISTITIS AGUDA NO COMPLICADA"
"33674","Rinitis costrosa postraumática","RINITIS COSTROSA POSTRAUMATICA"
"33684","Afección bucofaríngea, tratamiento complementario (de una)","AFECCION BUCOFARINGEA, TRATAMIENTO COMPLEMENTARIO (DE UNA)"
"33704","Afección bucofaríngea, tratamiento fitoterapéutico (de una)","AFECCION BUCOFARINGEA, TRATAMIENTO FITOTERAPEUTICO (DE UNA)"
"33724","Otitis externa, tratamiento complementario (de la)","OTITIS EXTERNA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"33734","Infección ORL","INFECCION ORL"
"33754","Lubrificación de las sondas vesicales y de los instrumentos de endoscopia","LUBRIFICACION DE LAS SONDAS VESICALES Y DE LOS INSTRUMENTOS DE ENDOSCOPIA"
"33794","Alveolitis, tratamiento complementario (de la)","ALVEOLITIS, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"33804","Parodontitis, tratamiento complementario (de la)","PARODONTITIS, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"33914","Precipitación de ácido úrico, tratamiento preventivo (de la)","PRECIPITACION DE ACIDO URICO, TRATAMIENTO PREVENTIVO (DE LA)"
"33964","Hipopotasemia, tratamiento complementario (de la)","HIPOPOTASEMIA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"33974","Hemodiálisis","HEMODIALISIS"
"34014","Cervicitis no complicada","CERVICITIS NO COMPLICADA"
"34044","Erección, trastornos (de la), tratamiento complementario (de los)","ERECCION, TRASTORNOS (DE LA), TRATAMIENTO COMPLEMENTARIO (DE LOS)"
"34073","Infección estafilocócica","INFECCION ESTAFILOCOCICA"
"34074","Cistitis, tratamiento complementario (de la)","CISTITIS, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"34084","Infección urinaria, tratamiento acidulante preventivo (de la)","INFECCION URINARIA, TRATAMIENTO ACIDULANTE PREVENTIVO (DE LA)"
"34114","Irritación ocular, tratamiento fitoterapéutico (de la)","IRRITACION OCULAR, TRATAMIENTO FITOTERAPEUTICO (DE LA)"
"34134","Reumatismo inflamatorio del niño","REUMATISMO INFLAMATORIO DEL NIÑO"
"34144","Anticoncepción de urgencia","ANTICONCEPCION DE URGENCIA"
"34154","Hipersensibilidad de la dentina","HIPERSENSIBILIDAD DE LA DENTINA"
"34194","Carencia de vitamina D","CARENCIA DE VITAMINA D"
"34204","Carencia de vitamina D, tratamiento preventivo (de la)","CARENCIA DE VITAMINA D, TRATAMIENTO PREVENTIVO (DE LA)"
"34214","Hematotoxicidad inducida por tratamiento con trimetoprima o salazopirina","HEMATOTOXICIDAD INDUCIDA POR TRATAMIENTO CON TRIMETOPRIMA O SALAZOPIRINA"
"34224","Hematotoxicidad inducida por tratamiento con pirimetamina, tratamiento preventivo (de la)","HEMATOTOXICIDAD INDUCIDA POR TRATAMIENTO CON PIRIMETAMINA, TRATAMIENTO PREVENTIVO (DE LA)"
"34234","Accidente tóxico causado por trimetrexato, tratamiento preventivo (de un)","ACCIDENTE TOXICO CAUSADO POR TRIMETREXATO, TRATAMIENTO PREVENTIVO (DE UN)"
"34264","Dolor intenso, tratamiento de segunda línea (del)","DOLOR INTENSO, TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"34294","Diabetes insulinodependiente, tratamiento complementario (de la)","DIABETES INSULINODEPENDIENTE, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"34301","Retención urinaria","RETENCION URINARIA"
"34314","Síndrome de Guillain-Barré","SINDROME DE GUILLAIN-BARRE"
"34324","Diabetes insulino-requirente en el adulto, tratamiento complementario (de la)","DIABETES INSULINO-REQUIRENTE EN EL ADULTO, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"34334","Gastroparesia, tratamiento de segunda línea (de la)","GASTROPARESIA, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"34394","Nutrición enteral, aporte de vitamina A","NUTRICION ENTERAL, APORTE DE VITAMINA A"
"34404","Encefalopatía de Gayet-Wernicke","ENCEFALOPATIA DE GAYET-WERNICKE"
"34414","Anemia por falta de aporte de vitamina B12","ANEMIA POR FALTA DE APORTE DE VITAMINA B12"
"34434","Trastornos cálcicos causados por corticoterapia, tratamiento preventivo (de los)","TRASTORNOS CALCICOS CAUSADOS POR CORTICOTERAPIA, TRATAMIENTO PREVENTIVO (DE LOS)"
"34444","Trastornos cálcicos causados por anticonvulsivos, tratamiento preventivo (de los)","TRASTORNOS CALCICOS CAUSADOS POR ANTICONVULSIVOS, TRATAMIENTO PREVENTIVO (DE LOS)"
"34644","Cistinosis nefropática","CISTINOSIS NEFROPATICA"
"34654","Nutrición oral o enteral, tratamiento complementario (de la)","NUTRICION ORAL O ENTERAL, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"34674","Antisepsia del agua potable","ANTISEPSIA DEL AGUA POTABLE"
"34684","Carencia de folatos durante la nutrición parenteral total","CARENCIA DE FOLATOS DURANTE LA NUTRICION PARENTERAL TOTAL"
"34694","Carencia de folatos por malabsorción","CARENCIA DE FOLATOS POR MALABSORCION"
"34734","Sobrepeso asociado a factores de riesgo, tratamiento complementario (del)","SOBREPESO ASOCIADO A FACTORES DE RIESGO, TRATAMIENTO COMPLEMENTARIO (DEL)"
"34754","Raquitismo pseudocarencial","RAQUITISMO PSEUDOCARENCIAL"
"34764","Raquitismo hipofosfatémico vitaminorresistente, tratamiento asociado (del)","RAQUITISMO HIPOFOSFATEMICO VITAMINORRESISTENTE, TRATAMIENTO ASOCIADO (DEL)"
"34774","Osteomalacia hipofosfatémica vitaminorresistente, tratamiento asociado (de la)","OSTEOMALACIA HIPOFOSFATEMICA VITAMINORRESISTENTE, TRATAMIENTO ASOCIADO (DE LA)"
"34784","Hipocalcemia neonatal tardía","HIPOCALCEMIA NEONATAL TARDIA"
"34824","Transmisión materno-fetal del VIH, tratamiento preventivo (de la)","TRANSMISION MATERNO-FETAL DEL VIH, TRATAMIENTO PREVENTIVO (DE LA)"
"34834","Menopausia, trastornos funcionales (de la), modificador de la diátesis (en caso de)","MENOPAUSIA, TRASTORNOS FUNCIONALES (DE LA), MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"34844","Premenstrual, síndrome, modificador de la diátesis (en caso de)","PREMENSTRUAL, SINDROME, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"34874","Hipoxia de origen diverso que precisa oxigenoterapia normobárica o hiperbárica","HIPOXIA DE ORIGEN DIVERSO QUE PRECISA OXIGENOTERAPIA NORMOBARICA O HIPERBARICA"
"34884","Alimentación de los respiradores en anestesia-reanimación","ALIMENTACION DE LOS RESPIRADORES EN ANESTESIA-REANIMACION"
"34894","Ralentización de la progresión de la insuficiencia renal de las glomerulonefritis en el paciente hipertenso","RALENTIZACION DE LA PROGRESION DE LA INSUFICIENCIA RENAL DE LAS GLOMERULONEFRITIS EN EL PACIENTE HIPERTENSO"
"34904","Angina de pecho, tratamiento preventivo asociado (de la)","ANGINA DE PECHO, TRATAMIENTO PREVENTIVO ASOCIADO (DE LA)"
"34914","Afección reumática, modificador de la diátesis (en caso de)","AFECCION REUMATICA, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"34944","Dolor en patología postraumática benigna, tratamiento local complementario (del)","DOLOR EN PATOLOGIA POSTRAUMATICA BENIGNA, TRATAMIENTO LOCAL COMPLEMENTARIO (DEL)"
"34954","Trombosis subaguda en endoprótesis coronaria, tratamiento preventivo (de la)","TROMBOSIS SUBAGUDA EN ENDOPROTESIS CORONARIA, TRATAMIENTO PREVENTIVO (DE LA)"
"34964","Insuficiencia cardíaca izquierda o global, tratamiento asociado (de la)","INSUFICIENCIA CARDIACA IZQUIERDA O GLOBAL, TRATAMIENTO ASOCIADO (DE LA)"
"34974","Taquicardia ventricular grave, tratamiento preventivo de las recidivas (de la)","TAQUICARDIA VENTRICULAR GRAVE, TRATAMIENTO PREVENTIVO DE LAS RECIDIVAS (DE LA)"
"34984","Estimulación ventricular programada","ESTIMULACION VENTRICULAR PROGRAMADA"
"34994","Avitaminosis C en nutrición parenteral exclusiva, tratamiento preventivo (de la)","AVITAMINOSIS C EN NUTRICION PARENTERAL EXCLUSIVA, TRATAMIENTO PREVENTIVO (DE LA)"
"35004","Arteriopatía isquémica, tratamiento sintomático (de la)","ARTERIOPATIA ISQUEMICA, TRATAMIENTO SINTOMATICO (DE LA)"
"35054","Artrosis, tratamiento de los episodios agudos (de)","ARTROSIS, TRATAMIENTO DE LOS EPISODIOS AGUDOS (DE)"
"35064","Hipoglucemia inducida por una enfermedad tumoral","HIPOGLUCEMIA INDUCIDA POR UNA ENFERMEDAD TUMORAL"
"35074","Osteoporosis posmenopáusica, tratamiento complementario (de la)","OSTEOPOROSIS POSMENOPAUSICA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"35084","Osteoporosis por corticoterapia, tratamiento complementario (de la)","OSTEOPOROSIS POR CORTICOTERAPIA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"35094","Osteoporosis de inmovilización durante la recuperación de la movilidad, tratamiento complementario (de la)","OSTEOPOROSIS DE INMOVILIZACION DURANTE LA RECUPERACION DE LA MOVILIDAD, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"35114","Diarrea aguda, tratamiento sintomático (de la)","DIARREA AGUDA, TRATAMIENTO SINTOMATICO (DE LA)"
"35124","Diarrea crónica, tratamiento sintomático (de la)","DIARREA CRONICA, TRATAMIENTO SINTOMATICO (DE LA)"
"35134","Edema agudo de pulmón, tratamiento asociado (del)","EDEMA AGUDO DE PULMON, TRATAMIENTO ASOCIADO (DEL)"
"35144","Hipotensión ortostática causada por un psicotropo","HIPOTENSION ORTOSTATICA CAUSADA POR UN PSICOTROPO"
"35154","Parada cardiovascular","PARADA CARDIOVASCULAR"
"35164","Fibrilación auricular, tratamiento de segunda línea (de la)","FIBRILACION AURICULAR, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"35174","Aleteo auricular, tratamiento de segunda línea (del)","ALETEO AURICULAR, TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"35184","Infarto de miocardio en fase aguda","INFARTO DE MIOCARDIO EN FASE AGUDA"
"35194","Trombosis iterativa de los alrededores arteriovenosos en hemodiálisis crónica, tratamiento preventivo (de la)","TROMBOSIS ITERATIVA DE LOS ALREDEDORES ARTERIOVENOSOS EN HEMODIALISIS CRONICA, TRATAMIENTO PREVENTIVO (DE LA)"
"35204","Angina de pecho, tratamiento de segunda línea (de la)","ANGINA DE PECHO, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"35214","Prurito durante el curso de urticaria crónica","PRURITO DURANTE EL CURSO DE URTICARIA CRONICA"
"35224","Edema laríngeo agudo de origen alérgico","EDEMA LARINGEO AGUDO DE ORIGEN ALERGICO"
"35234","Giardiasis","GIARDIASIS"
"35244","Reacción injerto contra huésped tras trasplante de médula ósea, tratamiento preventivo (de la)","REACCION INJERTO CONTRA HUESPED TRAS TRASPLANTE DE MEDULA OSEA, TRATAMIENTO PREVENTIVO (DE LA)"
"35254","Dermatitis atópica grave, tratamiento de segunda línea (de la)","DERMATITIS ATOPICA GRAVE, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"35274","Lupus eritematoso agudo diseminado, tratamiento complementario (del)","LUPUS ERITEMATOSO AGUDO DISEMINADO, TRATAMIENTO COMPLEMENTARIO (DEL)"
"35284","Lupus eritematoso agudo diseminado, tratamiento preventivo de las recaídas (del)","LUPUS ERITEMATOSO AGUDO DISEMINADO, TRATAMIENTO PREVENTIVO DE LAS RECAIDAS (DEL)"
"35294","Poliartritis crónica juvenil","POLIARTRITIS CRONICA JUVENIL"
"35354","Edema posquirúrgico","EDEMA POSQUIRURGICO"
"35364","Edema postquirúrgico, tratamiento complementario (del)","EDEMA POSTQUIRURGICO, TRATAMIENTO COMPLEMENTARIO (DEL)"
"35414","Flebitis tras escleroterapia intensa","FLEBITIS TRAS ESCLEROTERAPIA INTENSA"
"35424","Hipodermitis inflamatoria de la insuficiencia venosa","HIPODERMITIS INFLAMATORIA DE LA INSUFICIENCIA VENOSA"
"35454","Hipercalcemia","HIPERCALCEMIA"
"35474","Hiperuricuria","HIPERURICURIA"
"35484","Artritis microcristalina, tratamiento de los episodios agudos (de la)","ARTRITIS MICROCRISTALINA, TRATAMIENTO DE LOS EPISODIOS AGUDOS (DE LA)"
"35514","Adyuvante del tratamiento con penicilina","ADYUVANTE DEL TRATAMIENTO CON PENICILINA"
"35524","Afección muscular, modificador de la diátesis (en caso de)","AFECCION MUSCULAR, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"35534","Estado infeccioso, modificador de la diátesis (del)","ESTADO INFECCIOSO, MODIFICADOR DE LA DIATESIS (DEL)"
"35544","Osteoporosis posmenopáusica con al menos un aplastamiento vertebral","OSTEOPOROSIS POSMENOPAUSICA CON AL MENOS UN APLASTAMIENTO VERTEBRAL"
"35554","Pérdida ósea debida a corticoterapia prolongada, tratamiento preventivo (de la)","PERDIDA OSEA DEBIDA A CORTICOTERAPIA PROLONGADA, TRATAMIENTO PREVENTIVO (DE LA)"
"35714","Carencia estrogénica","CARENCIA ESTROGENICA"
"35724","Artrosis grave","ARTROSIS GRAVE"
"35774","Dolor durante las manifestaciones inflamatorias de estomatología","DOLOR DURANTE LAS MANIFESTACIONES INFLAMATORIAS DE ESTOMATOLOGIA"
"35784","Angina de Prinzmetal","ANGINA DE PRINZMETAL"
"35794","Insuficiencia cardíaca en estadio agudo","INSUFICIENCIA CARDIACA EN ESTADIO AGUDO"
"35804","Insuficiencia cardíaca grave, tratamiento de segunda línea (de la)","INSUFICIENCIA CARDIACA GRAVE, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"35814","Infarto de miocardio en caso de hipercolesterolemia moderada o grave, tratamiento preventivo (del)","INFARTO DE MIOCARDIO EN CASO DE HIPERCOLESTEROLEMIA MODERADA O GRAVE, TRATAMIENTO PREVENTIVO (DEL)"
"35884","Accidente tromboembólico sistémico en prótesis valvular, tratamiento preventivo asociado (del)","ACCIDENTE TROMBOEMBOLICO SISTEMICO EN PROTESIS VALVULAR, TRATAMIENTO PREVENTIVO ASOCIADO (DEL)"
"35914","Aclaramiento extrarrenal, prevención de la coagulación (del)","ACLARAMIENTO EXTRARRENAL, PREVENCION DE LA COAGULACION (DEL)"
"36034","Esofagitis causada a reflujo gastroesofágico, tratamiento de mantenimiento (de la)","ESOFAGITIS CAUSADA A REFLUJO GASTROESOFAGICO, TRATAMIENTO DE MANTENIMIENTO (DE LA)"
"36044","Taquicardia supraventricular, tratamiento preventivo de las recidivas (de la)","TAQUICARDIA SUPRAVENTRICULAR, TRATAMIENTO PREVENTIVO DE LAS RECIDIVAS (DE LA)"
"36054","Taquicardia supraventricular","TAQUICARDIA SUPRAVENTRICULAR"
"36094","Fibrilación ventricular, tratamiento preventivo de las recidivas (de la)","FIBRILACION VENTRICULAR, TRATAMIENTO PREVENTIVO DE LAS RECIDIVAS (DE LA)"
"36104","Trastornos funcionales intestinales, tratamiento sintomático (de los)","TRASTORNOS FUNCIONALES INTESTINALES, TRATAMIENTO SINTOMATICO (DE LOS)"
"36114","Preparación cervicouterina para algunas exploraciones ginecológicas","PREPARACION CERVICOUTERINA PARA ALGUNAS EXPLORACIONES GINECOLOGICAS"
"36124","Amenorrea asociada a carencia estrogénica","AMENORREA ASOCIADA A CARENCIA ESTROGENICA"
"36134","Trastornos tróficos vulvovaginales por carencia estrogénica en caso de sobreinfección","TRASTORNOS TROFICOS VULVOVAGINALES POR CARENCIA ESTROGENICA EN CASO DE SOBREINFECCION"
"36144","Insuficiencia cardíaca izquierda grave subaguda, tratamiento complementario (de la)","INSUFICIENCIA CARDIACA IZQUIERDA GRAVE SUBAGUDA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"36154","Esterilización intestinal de un foco por cándida","ESTERILIZACION INTESTINAL DE UN FOCO POR CANDIDA"
"36174","Absceso corneal","ABSCESO CORNEAL"
"36184","Cicatrización corneal, trastorno (de la), tratamiento complementario (de la)","CICATRIZACION CORNEAL, TRASTORNO (DE LA), TRATAMIENTO COMPLEMENTARIO (DE LA)"
"36194","Afección superficial del ojo y de sus anejos, tratamiento complementario antiséptico (de una)","AFECCION SUPERFICIAL DEL OJO Y DE SUS ANEJOS, TRATAMIENTO COMPLEMENTARIO ANTISEPTICO (DE UNA)"
"36254","Menopausia, tratamiento asociado al tratamiento estrogénico (de la)","MENOPAUSIA, TRATAMIENTO ASOCIADO AL TRATAMIENTO ESTROGENICO (DE LA)"
"36274","Irregularidad menstrual","IRREGULARIDAD MENSTRUAL"
"36294","Anticoncepción de segunda línea","ANTICONCEPCION DE SEGUNDA LINEA"
"36304","Micosis fungoide, tratamiento del prurito (de la)","MICOSIS FUNGOIDE, TRATAMIENTO DEL PRURITO (DE LA)"
"36314","Dermitis seborreica","DERMITIS SEBORREICA"
"36324","Liquenificación del cuero cabelludo","LIQUENIFICACION DEL CUERO CABELLUDO"
"36354","Cuidados perioperatorios ginecológicos durante la menopausia","CUIDADOS PERIOPERATORIOS GINECOLOGICOS DURANTE LA MENOPAUSIA"
"36364","Hipofertilidad por insuficiencia de la espermatogénesis, tratamiento asociado (de la)","HIPOFERTILIDAD POR INSUFICIENCIA DE LA ESPERMATOGENESIS, TRATAMIENTO ASOCIADO (DE LA)"
"36374","Hiperestimulación ovárica en el cuadro de la reproducción asistida","HIPERESTIMULACION OVARICA EN EL CUADRO DE LA REPRODUCCION ASISTIDA"
"36384","Urgencia cardiológica","URGENCIA CARDIOLOGICA"
"36414","Anticoncepción local espermicida complementaria de la anticoncepción mecánica","ANTICONCEPCION LOCAL ESPERMICIDA COMPLEMENTARIA DE LA ANTICONCEPCION MECANICA"
"36424","Liquenificación","LIQUENIFICACION"
"36444","Herpes labial, tratamiento complementario (del)","HERPES LABIAL, TRATAMIENTO COMPLEMENTARIO (DEL)"
"36454","Acné leve, tratamiento complementario (del)","ACNE LEVE, TRATAMIENTO COMPLEMENTARIO (DEL)"
"36464","Dermitis seborreica, tratamiento complementario (de la)","DERMITIS SEBORREICA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"36474","Estado seborreico de la piel, tratamiento complementario (de un)","ESTADO SEBORREICO DE LA PIEL, TRATAMIENTO COMPLEMENTARIO (DE UN)"
"36484","Estado seborreico del cuero cabelludo, tratamiento complementario (de un)","ESTADO SEBORREICO DEL CUERO CABELLUDO, TRATAMIENTO COMPLEMENTARIO (DE UN)"
"36504","Prurito, tratamiento complementario (del)","PRURITO, TRATAMIENTO COMPLEMENTARIO (DEL)"
"36514","Ictiosis grave","ICTIOSIS GRAVE"
"36524","Rechazo de trasplante de órgano o de tejido, tratamiento preventivo (del)","RECHAZO DE TRASPLANTE DE ORGANO O DE TEJIDO, TRATAMIENTO PREVENTIVO (DEL)"
"36534","Eritroplasia de Queyrat","ERITROPLASIA DE QUEYRAT"
"36544","Metástasis cutánea del cáncer de mama","METASTASIS CUTANEA DEL CANCER DE MAMA"
"36564","Grieta, tratamiento complementario (de la)","GRIETA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"36594","Behçet, enfermedad (de), manifestaciones cutaneomucosas (de la)","BEHCET, ENFERMEDAD (DE), MANIFESTACIONES CUTANEOMUCOSAS (DE LA)"
"36614","Infiltración linfocitaria cutánea de Jessner y Kanoff","INFILTRACION LINFOCITARIA CUTANEA DE JESSNER Y KANOFF"
"36634","Lupus ampolloso","LUPUS AMPOLLOSO"
"36654","Infarto de miocardio, tratamiento preventivo de segunda línea de las recidivas (del)","INFARTO DE MIOCARDIO, TRATAMIENTO PREVENTIVO DE SEGUNDA LINEA DE LAS RECIDIVAS (DEL)"
"36674","Premedicación para endoscopia","PREMEDICACION PARA ENDOSCOPIA"
"36683","Ántrax","ANTRAX"
"36684","Amenorrea no gravídica, tratamiento puntual (de una)","AMENORREA NO GRAVIDICA, TRATAMIENTO PUNTUAL (DE UNA)"
"36694","Herpes genital, primoinfección (de)","HERPES GENITAL, PRIMOINFECCION (DE)"
"36734","Contracturas espásticas","CONTRACTURAS ESPASTICAS"
"36794","Dolor durante las manifestaciones inflamatorias de ORL","DOLOR DURANTE LAS MANIFESTACIONES INFLAMATORIAS DE ORL"
"36804","Ritmo ventricular, trastornos (del), tratamiento de segunda línea (de los)","RITMO VENTRICULAR, TRASTORNOS (DEL), TRATAMIENTO DE SEGUNDA LINEA (DE LOS)"
"36834","Inducción de la anestesia general","INDUCCION DE LA ANESTESIA GENERAL"
"36854","Manifestaciones inflamatorias en odontoestomatología, tratamiento complementario (de las)","MANIFESTACIONES INFLAMATORIAS EN ODONTOESTOMATOLOGIA, TRATAMIENTO COMPLEMENTARIO (DE LAS)"
"36874","Hipopotasemia iatrógena en tratamiento con diuréticos en el sujeto hipertenso, tratamiento preventivo (de la)","HIPOPOTASEMIA IATROGENA EN TRATAMIENTO CON DIURETICOS EN EL SUJETO HIPERTENSO, TRATAMIENTO PREVENTIVO (DE LA)"
"36884","Taquicardia sinusal","TAQUICARDIA SINUSAL"
"36894","Hepatitis C crónica, tratamiento asociado al interferón (de la)","HEPATITIS C CRONICA, TRATAMIENTO ASOCIADO AL INTERFERON (DE LA)"
"36904","Cuidados paliativos: estertores agónicos asociados a obstrucción de las vías respiratorias altas","CUIDADOS PALIATIVOS: ESTERTORES AGONICOS ASOCIADOS A OBSTRUCCION DE LAS VIAS RESPIRATORIAS ALTAS"
